,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.022150094,-1.76629213,-1.506203382,0.26374432,0.441584306,-1.383572848,0.149127907,0.793250922,-1.244479585,0.07544271,-1.648520243,-2.290577093,1.062003276,0.197083059,0.701287717,-0.812845976,0.171248442,0.077700078,-0.75068089,-0.036082881,-2.283067496,-0.434083682,0.134203696,-1.060746316,0.072725192,-0.251730928,-0.381719862,2.189527771,-1.390442926,1.591253476,-1.606593784,0.723501532,-0.650551562,1.45103899,-0.622528128,0.026130235,1.307295049,0.534482029,0.069789555,0.186367698,-0.181948347,2.403365005,0.74875472,-0.462869375,1.666764836,-0.500669551,-1.141655423,-0.010612497,-1.192530123,1.705130833
1,1.882760353,0.396836529,-1.132266602,-0.696580505,1.544346262,1.824536812,0.198299188,-1.14846007,0.511997488,-0.57381273,-0.578706775,0.817007691,0.357737069,-0.133763126,0.445721739,-1.692934519,2.803841394,-0.678032973,-1.139172853,-0.046215979,1.234359924,1.581849174,-0.863337152,-0.1390737,1.186703207,-0.172021172,0.285147042,-0.5308472,-0.54656474,-0.635131781,-0.092119888,0.612070551,-0.047989742,-1.087468804,0.881121381,1.577177041,1.059292927,-1.171751585,1.363974956,-0.879545505,0.710450932,-0.639336441,1.281820342,0.528397077,-0.414367859,0.934708589,1.409575441,-0.687128111,-0.346028951,-0.959417087
2,0.618243741,1.336690168,0.737597985,-0.484429925,-1.929983251,-0.226612688,-0.679536749,-0.895692441,0.432661626,-1.889692096,0.850965684,0.871330102,1.165476265,-1.65597314,-0.774283694,0.142426481,0.330900861,0.005365177,-1.160122151,1.481738111,0.011085737,0.566775236,-0.789059228,0.841285596,-0.006275108,-0.725806857,-0.215080925,-0.588955777,-1.086869937,2.384345872,0.747521845,0.175085525,-0.52100677,1.133654584,0.674833356,0.106398465,1.379878432,1.070687337,0.323970806,-0.162782504,0.193641073,1.049251352,-0.810628346,0.36740306,0.93342739,-0.605601322,-1.299298805,0.432659896,1.203833136,-0.1542252
3,-1.169720646,-1.177249289,0.190011547,-1.917208427,0.113716943,-0.201331021,-0.809147329,-1.272847799,-0.262507261,-0.721233011,-0.461807264,0.195120262,1.663877531,0.513489695,0.102092409,-0.602540116,-1.046827855,-0.542900331,-0.413929389,-0.089605955,-1.86670491,0.31068333,-1.022040337,-0.52417944,-0.295752644,1.402612076,0.434054212,-0.485170839,0.373741817,0.630227203,0.876478122,-0.876259164,-1.909985575,1.960129698,-1.046293682,0.245459904,-0.181184305,1.067322519,-0.898779789,-0.139205204,-0.164556383,0.204257286,0.573246222,-2.254387406,-0.512747238,-0.271776612,0.037929418,0.800593021,-1.32587582,1.242342764
4,-1.718138474,-0.211385455,0.140751651,-0.556753238,1.930199324,-1.796771974,-0.071067246,-0.105140592,-0.219148161,0.836324298,-0.263357438,1.152508885,-0.259209287,1.375742952,-0.752318882,0.927765412,0.012021191,-3.873311105,1.021079947,-1.713561529,0.175848011,2.096328271,-1.491408573,-0.385931774,-0.92440615,1.42727861,-0.732676619,-1.739041243,0.411225211,-1.719614773,-0.586837664,0.020977732,-0.895988402,0.078910051,-0.197312766,-0.300874433,0.889886784,1.212377944,-0.403804084,-1.643563285,-1.894072199,1.227146058,-0.838720313,-0.316629815,1.076000405,0.519802062,1.282683734,0.292340449,-0.433307569,0.558424744
5,-1.51364166,-1.599089265,-0.108916649,0.527299792,0.494464162,0.175957582,0.357778957,-0.159364908,-0.489036869,-0.488800272,0.272757708,-0.628849676,-1.419141146,0.700147152,0.14235212,0.22330372,-0.948350672,0.657039169,0.304904124,-1.163867624,-1.928570987,1.248306432,1.335567291,-0.103402038,-0.864378835,-0.041935849,0.547605322,1.660465634,-1.176037662,-0.184398503,-1.830156086,-0.475518312,0.091769741,0.326867844,0.370181833,-0.417787575,-1.373801574,-0.776941246,-0.826777775,0.341316759,-0.079823443,0.163905985,1.25033509,-0.780760254,1.242288867,1.013166331,-0.019604412,1.327612106,0.152040847,-1.669150043
6,-1.294190888,0.461492787,-0.165602504,1.317686742,0.18431016,0.643100182,-1.059504711,1.560355567,0.600611336,-0.655927077,0.869200737,2.400984212,-0.016721387,-0.23198187,-0.323327257,0.741116615,-1.448622105,-0.06600206,0.470369021,-1.307273422,1.429101755,0.5843607,-0.441955892,0.394634514,-0.113396509,0.705618408,0.406154325,-0.273409933,0.322616052,0.969870221,1.210967142,-0.529814882,-0.793117671,-1.595381368,-0.248101436,-0.23644203,-0.172207392,0.484923545,0.069657358,0.332382597,1.368869131,-1.086220935,0.723550629,-1.158496643,-0.780059918,0.419992358,1.234072153,-0.67684373,1.772151597,-2.576593236
7,-2.287063857,-1.215161704,-0.590464211,0.647959274,-0.420412728,-1.231022351,-1.356958516,0.029388735,-0.933729688,-0.078712293,0.180082859,-0.472367881,0.316256586,-1.617518342,2.614770126,0.237241156,-1.749507577,-1.348263199,0.057803553,-0.030682206,-0.057798431,-0.076810986,-0.41760615,-0.712177977,-0.963179957,0.013083299,0.880105045,-1.612602658,0.720902897,2.260860513,-1.937280901,0.26100289,-0.145135891,0.339432307,-0.329353103,1.36657454,0.645027159,0.182557815,0.228570542,1.526982683,-0.518659547,0.280010778,1.096783307,0.032368492,1.171409679,-0.004262562,-0.906915414,1.099106624,-0.085560548,-0.675495153
8,0.649242506,1.47418096,2.514441149,2.566343377,-0.680638354,1.40011613,-0.662412469,1.400157868,0.124147542,1.20984124,-0.36550789,0.377087786,1.433039354,-1.609111061,-0.238130488,1.074399902,0.458619524,1.856893794,0.119898302,-0.033638568,-2.0494674,0.563086238,0.366265248,-0.535478733,-0.456390653,1.726432566,1.438224423,1.773937184,0.39771775,0.291013653,-0.11716397,-1.03491659,-0.124915682,0.168888748,-1.174472061,1.547850061,1.612989697,1.625497759,0.178542562,-0.781339491,-0.51554029,-0.496459993,-0.836956389,0.571811965,1.313658466,0.085612138,0.381624935,-1.633113733,-0.795342627,0.894222483
9,-1.263341116,-0.374185381,0.319705221,1.179000321,0.541651894,-0.039033545,0.158918145,1.225818182,-1.351328284,-1.495388532,-0.777590855,0.396152033,1.05875279,-0.341884041,-1.458020481,-0.768272163,0.690126036,-0.771158347,0.452066461,-0.288420618,1.257741398,-1.257194154,0.729695164,0.21812899,1.430330619,-0.130089721,-0.741661797,-0.540529552,-1.48278666,0.276930067,0.856199529,0.053233817,-0.017204659,0.500110319,0.34742671,-0.223915933,1.782796441,-0.393965419,0.920237893,2.161600481,1.979214539,-0.096802063,0.54054849,-0.686779928,-0.443264575,0.66674217,0.008848973,1.743388694,0.311357706,-0.082990938
10,1.008015411,-0.28402995,-0.067680083,-1.032647512,1.887937426,0.135300226,-0.230885595,0.564851421,-0.453496992,1.353946993,-1.904866455,0.559341243,0.924967242,-0.668247798,-0.009095371,-2.73426301,0.783154754,0.801678797,-1.035493138,0.287462942,-0.028612303,2.463146878,-2.047481105,-0.26692747,-0.449226753,-1.457433182,0.713802724,1.285398187,1.227873378,0.901510625,1.16762909,-0.792571717,-0.49004042,0.154140974,-0.492672415,0.394759502,-1.724807125,-0.436169863,0.592252044,0.343863982,-1.051095378,0.095832654,-0.952373063,-1.022292611,-0.863231977,2.004367575,1.813856267,-1.1898833,-0.561413939,0.168700661
11,1.05038551,1.331552031,-0.980033334,0.803638547,-1.895522463,0.217966419,-0.171321206,0.533114001,0.478026997,-1.123247756,0.268154086,-1.117460673,-0.131150545,-0.94718503,-0.062110516,0.915231808,0.768002407,1.096986205,0.986861447,-1.298600911,0.07317441,0.602797873,1.72168993,-1.322413222,-1.08958111,-0.333898725,0.183238386,0.989570383,-1.746187374,-0.36602972,1.17846641,0.46012888,0.369873784,-0.576093369,-0.725161163,-0.062008664,0.746896767,0.774640323,1.041970074,-0.221443166,-0.111647772,-0.54237997,0.082187912,-0.795625669,-1.347905238,-0.234473192,0.14097648,-1.267328833,-0.614067215,-1.552867752
12,2.397608078,-1.095838556,0.112224559,2.09811548,-1.182907264,1.150113361,-0.534423406,0.457472625,-0.287314152,-1.432917227,-0.865973557,-0.268359253,-0.172349842,0.201317389,-1.026364574,2.257544432,-0.226766348,0.443905957,-0.214131037,1.676681582,0.04039132,-1.80380409,-1.088443149,-0.282623004,0.649872109,-0.276876852,0.205465824,-0.105456992,0.333477748,-0.077408587,-0.380046085,-1.419309393,-0.493364236,-0.161567517,-0.140239892,-1.88826442,1.475235416,-0.456971101,1.990939158,0.519451795,0.02829898,0.088696405,0.700602813,-0.636332794,0.399301901,1.547360237,0.569196242,0.127231397,1.346420698,-0.273338196
13,-1.278783939,0.966927088,-0.819091479,1.876765026,2.656581589,-0.884199911,0.343907972,-0.781261836,0.793190801,-0.401686964,0.328752491,1.470120462,0.845152556,-1.504494057,0.531410006,1.506716191,-0.327734675,-0.365672759,-1.067753762,-1.506905377,0.311344108,-0.282924636,-0.770596621,0.509938674,-2.041334693,-0.427605339,0.319882818,1.507470712,0.568629399,0.82944632,-0.945407003,-0.765964633,0.351597895,0.303731931,0.036870175,-1.11466427,0.249176393,1.484229584,0.486330282,1.338166926,-0.100933973,0.018756126,-0.405817098,1.237592554,-0.219342581,1.556730344,-1.188709414,1.135822446,-0.71759206,0.39966169
14,0.587896679,2.180743686,0.200826142,-2.00676476,0.63853648,-1.054727324,-0.348288623,-1.8762972,0.26428817,0.440711893,0.611207259,-0.372083501,-0.32384752,1.215099656,-1.586813023,-0.694954942,-0.419061807,1.336248814,-0.72931431,-1.146597973,1.666072763,-0.554219515,0.544567228,-1.172471452,-0.960320211,-0.547093339,-3.473122316,-0.711902948,-0.397204114,0.919302398,-1.193934472,0.092512161,-0.242989618,0.429671953,0.521776403,0.147078232,0.202260159,0.818554479,-1.337194757,-0.192330477,-1.522211385,0.196457145,0.30756128,-0.76477186,0.871824046,2.231571592,-1.864807282,-0.226027156,0.956268726,-0.115273429
15,1.369739802,2.758008762,1.219135133,-0.004952447,1.085035314,-1.229029155,-0.280001564,0.635866273,-0.546681373,0.624789223,-0.95851464,-0.957959391,1.142720528,1.496991362,1.606173927,1.361688474,1.832613037,0.475521938,0.145088607,-0.45158254,-0.453214198,-0.716264128,-0.081485001,0.866373302,-0.546998358,1.32426656,0.855820419,0.002460629,-0.256452697,0.667350329,2.318574984,0.102284982,-0.155320852,-1.043345929,0.906025656,-0.918508558,-2.190288337,0.299247355,-1.207531801,0.823800098,0.408139152,-0.433030402,0.596057656,-1.343796667,-2.697086232,0.218173947,1.743919328,-1.115449675,1.123927137,-0.583019472
16,2.33071329,-0.467145186,0.180595516,0.375043429,0.053948696,0.915916658,-0.222952518,0.805223937,-0.648869935,-0.671710427,-1.057067928,0.17009897,0.289106358,-0.762261592,-2.518939816,0.809089869,-1.449492723,1.908627314,1.276131685,0.29417947,-0.727011768,-0.814795425,-0.654414694,1.009004398,-0.482973918,1.226846825,0.11974718,0.007435045,-0.611988397,-1.51656515,0.806278095,-0.595823879,0.094082319,1.376517183,-0.272620212,-0.900290227,0.323147386,-0.908382329,-0.16790922,-0.359359683,-0.699830844,-0.809505768,0.040747814,0.869416493,-0.006148957,1.178657255,0.292711813,-1.354105738,-0.759708546,-1.632622047
17,-0.512421115,-1.268311139,-1.451235004,-0.48350396,1.596411659,-0.791505451,1.062446333,1.839276753,0.792699892,-0.674357287,-1.63581014,-0.252737468,-0.92757517,-0.497233402,-0.755726298,-0.242873919,-0.035938086,-1.03676186,1.517088603,-0.047273976,-0.354418097,-0.402059245,-0.440507054,0.624366955,-1.071949127,1.827194967,0.322337484,1.136337684,-0.47781156,0.125276641,-2.258517645,-0.967366475,-0.969907121,0.219535037,-1.321492423,-1.637372278,-1.414227476,1.412976605,-0.002194697,1.978137875,-0.460216381,0.615984821,-0.958933376,-1.494097322,-0.552600789,-0.134605617,0.931636651,-0.184401433,0.773085024,1.119036799
